epoch,train_loss,train_acc,val_loss,val_acc,val_iou_avg,val_iou_class0,val_iou_class1,val_iou_class2,val_dice_avg,val_dice_class0,val_dice_class1,val_dice_class2,test_loss,test_acc,test_iou,test_dice_avg
24,0.04240909264894136,0.9814843536817596,0.05052920807845036,0.9786532827372549,0.9318945336878334,0.9729171846450677,0.9209099063039323,0.9018565101145001,0.9644984602928162,0.9862726330757141,0.9588268399238586,0.9483959078788757,,,,
25,0.04160502534304477,0.9817830281381867,0.05066229363999113,0.9787391957385103,0.9321105348445826,0.9730333111795411,0.9212584477035966,0.9020398456506102,0.9646151065826416,0.986332356929779,0.9590157270431519,0.9484972953796387,,,,
26,0.04178881857971193,0.9817391066548516,0.050206758059826294,0.978825652773384,0.9322141940314898,0.9731730652384855,0.9217319771324778,0.901737539723506,0.9646688103675842,0.9864040613174438,0.9592721462249756,0.9483302235603333,,,,
27,0.04110075749655663,0.9820205960493371,0.05021599224463046,0.9789236649838419,0.9324668095286364,0.9732998321497948,0.9218805406852576,0.9022200557508567,0.9648062586784363,0.9864692091941833,0.9593526124954224,0.9485969543457031,,,,
28,0.040660341993607435,0.9821975829861497,0.05021707932262317,0.9789539043909313,0.9328416285724876,0.9732904580955012,0.9221151663133255,0.9031192613086364,0.9650126099586487,0.9864645004272461,0.9594797492027283,0.9490936398506165,,,,
29,0.04050803107205823,0.9822650388468559,0.05033019255007444,0.9790546613863863,0.9330729692149707,0.9734200280828361,0.9221266881589926,0.9036721914030836,0.9651386141777039,0.9865309596061707,0.9594858288764954,0.949398934841156,,,,
30,0.04049296287006216,0.9822908835208367,0.04964872119072162,0.9791732114813564,0.9333567179379337,0.9735943454303664,0.9229253165781209,0.9035504918053138,0.9652900695800781,0.9866205453872681,0.9599180221557617,0.9493317604064941,,,,
31,0.039826947984031656,0.9825640530165832,0.049881730979610336,0.9791776326776388,0.9333655431844917,0.9735921417277255,0.9226921376244356,0.9038123502013141,0.9652959704399109,0.9866194725036621,0.9597918391227722,0.9494763612747192,,,,
32,0.03984478842135769,0.9825635200605726,0.049779464450219406,0.9792461784518495,0.9335880117705759,0.9736813730988003,0.923117020953871,0.9039656412590562,0.9654159545898438,0.9866651892662048,0.9600217342376709,0.9495609402656555,,,,
33,0.03939242837508853,0.9827485167231109,0.049869866467452804,0.9791846115704341,0.933454669703529,0.9735886149638823,0.9226226626054146,0.9041527315412902,0.9653453826904297,0.9866176843643188,0.9597543478012085,0.9496640563011169,,,,
34,0.03907975035796877,0.9828743774236821,0.04982557635857418,0.9793518686752276,0.933926678601562,0.973807874737528,0.9233584783649941,0.9046136827021637,0.9656001925468445,0.9867300391197205,0.9601523280143738,0.949918270111084,,,,
35,0.03886751558267228,0.9829678884329137,0.04991517176211116,0.9793380733612151,0.9340747246065145,0.9737695157258858,0.9237111023218858,0.904743555771772,0.9656810760498047,0.9867104291915894,0.9603428840637207,0.949989914894104,,,,
36,0.03869545346368914,0.9830410677242194,0.049391589190059974,0.9794641709995047,0.9342037322310146,0.9739665329142352,0.9239757567450879,0.9046689070337206,0.9657487273216248,0.9868115186691284,0.9604858756065369,0.9499487280845642,,,,
37,0.03839736902191793,0.9831786399177268,0.04972779013864372,0.9794591516124113,0.9342021941824363,0.9739479396959879,0.9236005327797261,0.9050581100715951,0.9657494425773621,0.9868019819259644,0.9602830410003662,0.9501632452011108,,,,
38,0.03823783825862078,0.98324112070177,0.049868427953230064,0.9794424465801328,0.9343850256479449,0.9739031402656735,0.9240908794589908,0.9051610572191704,0.9658491015434265,0.9867790937423706,0.9605480432510376,0.9502200484275818,,,,
39,0.03799400155583448,0.9833491046053465,0.049444618263086784,0.97958108899362,0.9347927014538725,0.9740782273594786,0.9245459082507781,0.9057539687513606,0.966069757938385,0.9868688583374023,0.9607938528060913,0.9505466222763062,,,,
40,0.03785122834558308,0.9834022617363166,0.04923340802636778,0.9796553877387171,0.9348840926126251,0.9741917835906729,0.9247298947235624,0.9057305995236402,0.9661180377006531,0.9869271516799927,0.9608931541442871,0.9505336880683899,,,,
41,0.03763606894131853,0.9835018463516327,0.04938851063518892,0.979715824704156,0.935035985904825,0.9742754963616049,0.9250061356033726,0.9058263257494975,0.9661995768547058,0.986970067024231,0.9610422253608704,0.9505864381790161,,,,
42,0.03751381336096601,0.9835577021109017,0.04941216787772452,0.9797020392369059,0.9349702935381977,0.9742591231831025,0.924840962913248,0.9058107945182428,0.9661641716957092,0.9869617223739624,0.9609531164169312,0.9505777955055237,,,,
43,0.03724648499504291,0.9836632944820792,0.04956064485896953,0.9797054092913104,0.9350413911513282,0.9742530327398061,0.9248605323540855,0.9060106083600934,0.9662034511566162,0.9869585633277893,0.960963785648346,0.9506879448890686,,,,
44,0.03712079865331559,0.9837183932714946,0.04918114076784477,0.9797779282341179,0.9352806575704241,0.9743451989039719,0.9252745317504235,0.9062222420568768,0.9663324356079102,0.987005889415741,0.9611871242523193,0.9508043527603149,,,,
45,0.03692000001860348,0.983800921448202,0.0498114433434052,0.9797234239429776,0.935184474714395,0.9742522172567515,0.924711827922973,0.9065893789634605,0.9662826657295227,0.9869582056999207,0.960883378982544,0.9510064721107483,,,,
46,0.03698918653795635,0.9837911762306168,0.04932227109378506,0.9797720915657518,0.9354250163316017,0.9743113232786951,0.9253262029721921,0.9066375227439178,0.9664121270179749,0.9869885444641113,0.9612150192260742,0.9510328769683838,,,,
47,0.03660095804242101,0.9839484431796125,0.04930632304503277,0.9798873479187253,0.9356454272436725,0.9744759863381832,0.9256330089200807,0.9068272864727538,0.9665302634239197,0.9870729446411133,0.9613805413246155,0.9511373043060303,,,,
48,0.03649393329949011,0.983992762841399,0.049547895001387406,0.9798291634001673,0.9356382845855752,0.9743828266592935,0.9257524744963836,0.9067795526010483,0.9665270447731018,0.9870252013206482,0.9614449143409729,0.9511110782623291,,,,
49,0.03630683827582055,0.9840703153260207,0.04959658263876975,0.9798345274239421,0.9355821872359354,0.9743988148391947,0.9256516418908317,0.9066961049777801,0.9664962887763977,0.9870333671569824,0.961390495300293,0.951065182685852,,,,
50,0.03625520754406751,0.9840924053064438,0.049206159434653084,0.9799671534656507,0.9358523104271698,0.9745835518080274,0.9259188031138789,0.907054576359603,0.9666417241096497,0.9871281981468201,0.9615346193313599,0.951262354850769,,,,
51,0.03601567345402634,0.984199618085446,0.04921641210351772,0.9799869356111547,0.9358842631347105,0.974611800512681,0.9259190759637645,0.907121912927686,0.966658890247345,0.9871426820755005,0.9615347981452942,0.951299250125885,,,,
52,0.03601178946525683,0.984208328162142,0.04952888929178357,0.9798859299849509,0.9356894429487775,0.9744582880530117,0.925363085614013,0.9072469551793076,0.9665555953979492,0.9870638847351074,0.9612349271774292,0.9513680934906006,,,,
53,0.035782076721171674,0.9842994457927069,0.049683935086246536,0.9799639581912774,0.936019872168596,0.9745546959478936,0.9261438273070867,0.9073610932508074,0.9667333960533142,0.9871134161949158,0.9616559147834778,0.9514307975769043,,,,
54,0.03560311594249114,0.9843773379906288,0.049233438042194946,0.980065022898055,0.9361765884166124,0.9747030778003646,0.926302385090623,0.9075243023588498,0.9668172001838684,0.9871894717216492,0.9617414474487305,0.951520562171936,,,,
55,0.035506887653135796,0.9844174906256853,0.049246235481894066,0.9801199826019525,0.936313705240079,0.9747783774796943,0.9265024318034419,0.9076603064371003,0.9668908715248108,0.9872280955314636,0.9618492722511292,0.9515953660011292,,,,
56,0.035408773741099554,0.9844603363502369,0.049376128167797455,0.9801394299575376,0.9363407425137558,0.9748048621276117,0.9264371407481868,0.9077802246654686,0.9669055938720703,0.9872416257858276,0.9618139863014221,0.9516611695289612,,,,
57,0.0352906168101672,0.9845100009576961,0.049209686931178505,0.9801449170658413,0.9364581025684026,0.9747917831622338,0.9264370684315182,0.9081454561114555,0.9669702649116516,0.9872349500656128,0.9618140459060669,0.9518618583679199,,,,
58,0.03518028669390577,0.9845678833037352,0.049630744949631066,0.9801219051822959,0.9364677940659942,0.974756030406831,0.9266163965468479,0.9080309552443038,0.9669753909111023,0.987216591835022,0.9619105458259583,0.9517989754676819,,,,
test,,,,,,,,,,,,,,,,
